label;text
0;Хочу выразить благодарность от лица престарелых жителей Александровки, семьи Зименко Елизаветы Д. и Владимира. За оказанную помощь в расчистке снега. 11марта после обильнлго снегопада я обратилась в Отдел по молодёжной политики к Языковой Нурслу объяснив ей жизненную ситуацию. И сегодня она направила на помощь прекрасных ребят. Это Сергей Тульских и Виктория Гузева. Они так помогли, что у стариков появились слезы радости. Спасибо тебе Нурслу, что ты протянула руку помощи. Низкий вам поклон детки!
0;Приглашаем школьников 8, 9 классов и их родителей принять участие в городском родительском собрании, которое состоится 11 МАРТА в 17:30 ч.  Тема: «Профессиональная ориентация старшеклассников. Система профессионального образования Златоустовского городского округа»  В собрании примут участие представители МКУ Управление образования и молодежной политики ЗГО, а также руководители учреждений профессионального образования Златоуста  В рамках собрания школьники и родители смогут задать интересующие вопросы  Ссылка на трансляцию: https://youtu.be/PxKPB7rDSoo 
0;🌺 2 и 3 апреля в молодёжном центре «Шатлык» пройдут отборочные этапы открытого регионального конкурса «Коса Закамья - 2021»!    В конкурсе могут принять участие все желающие от 5 до 35 лет, обладательницы длинных волос (не менее 40 см.).    Конкурсантки делятся на 3 возрастные группы:  1 возрастная группа – 5-10 лет.  2 возрастная группа – 11-14 лет.  3 возрастная группа – от 15 -35 лет.    Заявки на участие принимаются до 21 марта:  📧 по электронной почте mc-shatlyk@mail.ru с указанием в теме письма «Коса Закамья - 2021»  ✍🏻 в автоматизированной информационной системе «АИС Молодёжь России»: https://myrosmol.ru/event/60564    ☎ Тел.: (8552) 39-94-85    📌 Положение и форма заявки проекта «Коса Закамья -2021» в прикреплённых документах.
0;КАРАОКЕ-ВЕЧЕРИНКА 3 марта на площадке #НАШЭТАЖ мы участвовали в конкурсе для воспитанников подростково-молодёжных клубов Невского района, в формате зрелищного вокально-развлекательного шоу "КАРАОКЕ-ВЕЧЕРИНКА". Ох, было не легко, но весело!  В конкурсе были как импровизационные номера, так и подготовленные домашние задания. Спасибо огромное нашим "непоющим" ребятам за участие в этом интересном, но не простом для них испытании!
1;⚡ Росмолодежь открыла прием заявок на  Всероссийский конкурс молодежных проектов  Конкурс среди физических лиц  Участники: граждане Российской Федерации в возрасте от 14 до 30 лет.  Максимальный размер гранта: 2,5 млн рублей.  Номинации:  📌 Студенческие инициативы  📌 Добровольчество  📌 Развитие социальных лифтов  📌 Инициативы творческой молодежи  📌 Патриотическое воспитание  📌 Спорт, ЗОЖ, туризм  📌 Профилактика негативных проявлений в молодежной среде и межнациональное взаимодействие  📌 Укрепление семейных ценностей  📌 Молодежные медиа.  Физическое лицо вправе представить не более одной заявки, содержащей один проект в одной из номинаций.   Конкурс среди вузов  Участники: образовательные организации высшего образования (за исключением казенных учреждений), зарегистрированные в установленном законодательством Российской Федерации порядке не позднее, чем за один год до проведения конкурса.  Максимальный размер гранта: 15 млн рублей.  Номинации:  📌 Добровольчество  📌 Инициативы творческой молодежи  📌 Мероприятия, направленные на развитие надпрофессиональных навыков  📌 Молодежные медиа  📌 Патриотическое воспитание  📌 Профилактика негативных проявлений в молодежной среде и межнациональное взаимодействие  📌 Развитие социальных лифтов  📌 Развитие студенческих клубов  📌 Спорт, ЗОЖ, туризм  📌 Студенческие отряды  📌 Студенческое самоуправление  📌 Укрепление семейных ценностей.  Образовательная организация вправе представить не более одной заявки, которая может содержать не более трех проектов по каждой из номинаций.  📆 Прием заявок завершится для образовательных организаций  7 апреля в 14:00 по московскому времени,  для физических лиц – в 15:00 по московскому времени.  ❗ Для обеих категорий участников конкурс пройдет в заочном формате.  Подробности на сайте Росмолодежи 📲 https://fadm.gov.ru/news/59391
0;А мы бронируем круиз🙏  Что происходит с круизной индустрией сейчас? ⠀ Международная Ассоциация Круизных Линий (CLIA) выпустила отчет “Взгляд на состояние круизной индустрии”, в котором анализирует результаты прошедшего года и приводит тренды на 2021 год. ⠀ Некоторые выдержки из отчета: ⠀ В целях обеспечения безопасности пассажиров, члены CLIA внедрили следующие меры безопасности: ⠀ 🔸Тестирование на COVID для 100% пассажиров 🔸Тестирование на COVID для 100% членов экипажа 🔸Обязательное ношение масок во время круиза 🔸Обязательное санитарное дистанцирование во время круиза 🔸Специальные вентиляционные системы на лайнерах 🔸Постоянная оценка состояния здоровья пассажиров 🔸Отказ в посадке на лайнер при наличии симптомов COVID 🔸Слаженная работа с наземными службами при наличии нестандартной ситуации. ⠀ С июля по декабрь 2020 года состоялось более 200 успешных круизов. Меры безопасности показали свою эффективность. ⠀ Невзирая  на все сложности, круизная индустрия в 2020 году показала свою устойчивость. Проведенный в декабре 2020 года опрос CLIA 4000 туристов из 8 разных стран показал высокий уровень доверия: ⠀ 🔹74% круизеров планируют отправиться в круиз в следующие несколько лет ⠀ 🔹58% международных туристов, которые ранее не были в круизе, отправятся в круиз в следующие несколько лет. ⠀ Круизная индустрия продолжает концентрироваться на устойчивом развитии зеленых технологий: ⠀ 🔷23,4 миллиардов дол. инвестировано в строительство круизных лайнеров на экологически чистом топливе. ⠀ 🔷24 новых круизных лайнера к 2027 году будет работать на природном газе ⠀ Новые технологии на новых круизных лайнерах: ⠀ ❇️Приложения, позволяющие отправлять сообщения друг другу на лайнере, бронировать места в ресторане и в спа, передвигаться по лайнеру с помощью карт и инструкций. ❇️Браслет для использования в качестве ключа к комнате, для оплаты на лайнере и заказа еды. ❇️Виртуальные ассистенты в вашей каюте и виртуальные обзоры достопримечательностей и удобств на лайнере. ⠀ Круто! Такой мощной индустрии никакие протоколы безопасности не страшны! Ждём открытия границ друзья, и бронируем наперёд!!! 😍
0;У меня особый вид Йоши  Он может брать в рот бомбу и спокойно с ней летать без всяких опасений  Она почему-то у него во рту не взрывается
0;#БиблиотекиКисловодска #БиблиотекаДляМолодёжи   МОЛОДЁЖНЫЙ БИБЛИО-ЛИДЕР 2020    10 марта в Ставропольской краевой библиотеке для молодежи имени В. И. Слядневой @molodezhka_stavropol объявлены победители и номинанты неформат-конкурса на лучшую организацию библиотечного обслуживания молодежи. Особо отмечены библиотеки, которые творчески и креативно подходят к работе с молодежью.  Победителем конкурса среди городских библиотек стала МКУК города-курорта Кисловодска "Централизованная библиотечная система"!
0;Мы рады представить вам серию видеороликов, которую мы готовили для Вас в течение нескольких месяцев! 💥  👉🏻По активной ссылке (https://www.youtube.com/channel/UCU5tSYozg0xltJshHipOZ4g/featured)на YouTube-канале вы можете увидеть видеоролики о каждой из национальных целей, региональных программах развития Пермского края.   Также мы рассказали о концепте игры "Живые города", разработка которой стала одним из ключевых этапов проекта "Антишкола": драйверы национальных проектов😍  [id19912482|Елена Малкова] рассказала о том, что же такое "национальные проекты". Если вы до сих пор теряетесь, отвечая себе на этот вопрос, то рекомендуем вам ознакомиться с прикрепленным роликом!👇🏻  Также мы взяли интервью у молодежных лидеров, представляющих свои организации! А ваша организация "вписывается" в национальные проекты?  Будем рады обсудить с вами это в комментариях👥  #МЭксперт #молодежка59 #молодежь59 #пермскийкрай
0;23 января 17.00- Круглый стол Тема:   24 января 17.00 – заседание Общественного совета  24 февраля 17.00 – Круглый стол Тема: Ознакомление с сайтом, на котором проводится опрос граждан для разработки концепции общественного пространства Городской парк  25 февраля 17.00 – заседание Общественного совета  17 марта 17.00. – Круглый стол Тема: Комплексное развитие сельскохозяйственных территорий МО «Черняховский городской округ»: развитие ЛПХ, вопросы развития и поддержки сельского хозяйства и АПК  18 марта 17.00 – заседание Общественного совета  14 апреля 17.00 – Круглый стол Тема: Зеленые легкие города  15 апреля 17.00 – заседание Общественного совета  12 мая 17.00 – Круглый стол Тема: Организация досуга молодежи и популяризация физической культуры и спорта на территории Черняховского городского округа.  13 мая 17.00 – заседание Общественного совета  9 июня 17.00 – Круглый стол Тема: Водоснабжение на селе и в городе  10 июня 17.00 – заседание Общественного совета  7 июля 17.00 – Круглый стол Тема: Формирование культурной среды региона  8 июля 17.00 – заседание Общественного совета  25 августа 17.00 – Круглый стол Тема: Обсуждение вопроса и пути решения проблемы по проезду из промзоны г. Черняховска на станцию Новый Черняховск  26 августа 17.00 – заседание Общественного совета  15 сентября 17.00 – Круглый стол Тема: Содержание и сохранение историко – культурного наследия  16 сентября 17.00 – заседание Общественного совета  20 октября 17.00 – Круглый стол Тема: Актуальные вопросы по медицине  21 октября 17.00 – заседание Общественного совета
0;«Точка кипения» поможет остановить бегство молодежи из Омска   [ФОТО]   Новое общегородское пространство призвано объединить представителей власти, образования и предпринимателей. Его презентовали губернатору.   С осени прошлого года в Омске начало работать общегородское общественное пространство "Точка кипения". Инициаторами его создания стали крупные омские ИТ-компании NEOLAB и "Севен битс". Сегодня общегородскую "Точку кипения" презентовали губернатору Александру Буркову.                       Экскурсию по восьми этажам общественного пространства главе региона провели управляющий АНО "Центр развития социально-предпринимательских инициатив", представитель компании NEOLAB Святослав Капустин, являющийся лидером омской "Точки кипения", и партнер проекта, генеральный директор ООО "Севен битс" Анна Тарасенко. Они показали губернатору площадки для различных тренингов, коворкингов, уютные студии с панорамным видом на исторический центр города, мобильные перегородки, позволяющие корректировать формат встреч. Это пространство позволит молодежи развиваться, общаться, получать опыт от экспертов, высококвалифицированных специалистов и коучей. Увиденное вызвало одобрение и живой отклик у Александра Буркова.                       Как пояснила Анна Тарасенко, молодежное пространство работает по федеральной франшизе. Основная цель этого проекта - предотвратить "массовый исход" юношей и девушек из Омска.      - Основная задача "Точки кипения" - объединение представителей власти, образования, предпринимателей для продюсирования технологического бизнеса. Для этого нужно взаимодействовать с вузами, предприятиями, министрами, мы должны все для этого сделать. - сказала Тарасенко. - Не секрет, что мы нашу молодежь теряем на этапе вузов, поэтому необходимо, чтобы у юного поколения была мотивация оставаться после учебы в Омске. Мы привлекаем интересных спикеров и участников в "Точку кипения". Намерены через год сделать данное пространство стало местом притяжения развивающихся омичей. В частности, сейчас мы работаем над проектом превращения недостроев, брошенных домов в место сбора активной интеллигенции. И на данным момент мы подошли к этапу, когда нужно сотрудничать с органами власти, чтобы нам определили эти объекты.                       "Точка кипения" также готова сотрудничать с правительством Омской области по проектам цифровой экономики.   Губернатор поинтересовался, с какого периода начинается профессиональная навигация школьников. Как выяснилось, у "Точки кипения" есть несколько профильных проектов для учащихся, начиная с младших классов. В основном, это профессиональная ориентация и уроки программирования для подрастающего поколения.      - То есть человек в 9 классе должен иметь представление о своей будущей профессии? А студенты к какому курсу понимают свое профессиональное предназначение? - продолжил интересоваться Александр Бурков.   Со слов партнера "Точки кипения", студенты "просыпаются" к третьему курсу университета, школьных знаний для профессионального самоопределения недостаточно.                       Помимо этого губернатор подробно расспросил о новом медиапроекте "Трамплин", который также ориентирован на молодых омичей.       - "Трамплин" - это сайт, площадка для так называемых миллениалов, юношей и девушек, родившихся в 2000-е годы. Мы общаемся с молодежью на понятном им языке - в социальной сети TikTok, в "Инстаграме". Это не новостной формат, а беседа с молодыми на интересующие их позитивные темы: поиск работы, о музыке. Цель - сохранить молодежь для Омска, - отметил редактор издания Роман Лендел.   Напомним, что ранее, открывая VI международный IT-форум, губернатор заявил, что Омской области нужен цифровой прорыв. Базой для него вполне могут стать такие проекты, как "Точка кипения", объединяющие талантливую молодежь и усилия властей.  Источник
0;VIII Пленум ЦК БРСМ I очный и онлайн-форматы  Участники Пленума - актив всех регионов Беларуси, делегаты ВНС, молодые депутаты, лидеры ведущих молодежных общественных объединений страны.
0;Я парнишка седой Я совсем молодой мне-17 Посадили в тюрьму А зачем почему не пойму За решеткой сижу И с тоскою гляжу на свободу Ходят люди внизу Не могу удержать я слезу Я тобою одной совершенно больной
0;Давно не молод, но всегда шалю.. Пишу о том, что в сердце берегу! Хочу вернуть для нас, людей... Которое мы семьями создали, Из ничего...Из жжённой стали! Сейчас быдлятина в верхах... Мы можем в месте показать им АХ! А как достали, твари ,дураки.... Которым просто спать, иль срать... А не нас говно из рта поганого нам врать, Кто есть и кто у нас есть власть! Фадеев А.Э.
0;В федеральной сети магазинов "МЕГА ХЕНД" открыта вакансия ПРОДАВЦА-КАССИРА  Плавающие выходные.    Если ты молодой целеустремленный человек с активной жизненной позицией, мы ждём тебя в нашей развивающейся компании! От нас мы гарантируем своевременную достойную заработную плату 2 раза в месяц, работу в дружном коллективе, поддержку руководства. ЗАРПЛАТА во время , от 20-32 тыс    Требования: от 18 лет, всему обучаем. Запись на собеседование и все подробности по телефону 8921-220-6234 #постоянка@haltura_ptz
0;Как стать профессиональным ведущим с нуля? Да еще и выйти на доход от 100 000 рублей? 😎   Регистрация здесь:  https://vk.com/app5898182_-100638425#s=1224619  Я ведущий, который зарабатывает 150 - 300 тысяч в месяц   ✅ 9 лет назад я провел свою первую свадьбу! С того момента я поднял свой чек с 6 000 до 40 000 рублей за свадьбу. Провел более 500 мероприятий. С 2015 года я обучил несколько десятков ведущих с нуля!   👉🏻 Т.е. единственное, что было у этих ребят (это и молодые люди и девушки) - это харизма и жгучее желание стать свадебным ведущим! И им это удалось!   🔥 И все это без технических заморочек, сложных сайтов и больших бюджетов.   Это возможно! Реально возможно‼   И даже в разных городах!   В общем, мы создали крутую модель.   📌Она простая и эффективная. И главное - она реально работает и может сделать из любого творческого харизматичного человека - ведущего (или ведущую:)!   🎉 Все, что нужно - это создать образ и портфолио, научиться основам ведения мероприятий и создать сценарий, наладить поток заявок и правильно обрабатывать заявки.   И все!   И вести свадьбы, конечно:)   И все это on-line!   📌 О том, как этому научиться, с чего начать, как создать свой сценарий, как получить первые заказы и как стать профессиональным ведущем -все это будет на моем бесплатном on-line марафоне "Состоятельный ведущий".   Стартуем 15 марта. И до старта я уже дам вам приятные фишки и бонусы:)   Чтобы попасть бесплатно - кликайте сюда👇🏻👇🏻👇🏻   👉🏻 https://vk.com/app5898182_-100638425#s=1224619  И вообще, если вы давно мечтаете освоить эту волшебную профессию, но не знаете с чего начать! Если вы проводите мероприятия только для знакомых или за копейки! Если вы хотите на этом хорошо зарабатывать - то вам точно нужно исправлять ситуацию!🤑   Смотрите как другие ведут, а сами сидите без дела?   Хватит это терпеть!   Гоу к нам 👉🏻 https://vk.com/app5898182_-100638425#s=1224619
0;#вакансия@promojob_ekb    Завтра ,12.03.2021 , требуются девушки и молодые люди для работы в торговый зал ( выкладка, приемка товара)   г. Екатеринбург, ТЦ Пассаж ( магазин обуви )  Время, дата и оплата : с 11: 00 до 19:00, 120 р/ час  Желательно с опытом работы.  Строго 18+  Кто готов ?  Писать в лс с пометкой " Пассаж " или по номеру 89223888277 Евгения
0;Небольшое затишье в моих соцсетях означает, что работа кипит.  Идёт активная работа по всем направлениям, но сейчас особенно горячее время для грантовых заявок. Пишем заявки на участие в конкурсе Президентских грантов и различных других.  Трудимся всей общиной вместе с нашим креативным крылом Молодёжного клуба. Всё настроены бойко и нацелены на то, чтобы в итоге получить поддержку для того, чтобы можно было и дальше продолжать достойно реализовывать наши традиционные культурные проекты, а также запускать новые.
0;#Советы_стоматолога #Зубовед_товары  Сегодня мы хотим познакомить Вас с зубной пастой фирмы PRESIDENT - PROFI AQUA Xerostomed 🦷  Этот продукт специализирован и направлен на борьбу с Ксеростомией (по другому сухость во рту), которая в свою очередь наступает из низкого водяного баланса (и не только)🤔  Данная паста содержит Активные компоненты, как:   - Sodium PCA способствует восстановлению и поддержанию водного баланса - Бетаин увлажняет полость рта  - Мальва обладает обволакивающим свойством  - Ксилитол подавляет рост бактерий  Приобрести данную пасту можно у нас в кабинете [club197085608|Зубовед] 😃
0;Пицца которая тает во рту ☺️
0;Лиcы  Πо трaве леcной зeлёнoй Kрадeтся pыжий дикий зверь. Прοбегает мимо pучья гoлубoгo, Знaeт, гдe жeртвa тепеpь.   Πушистым xвοcтиκοм мaxнув, Бoльшиe ушки навоcтрила. Γлазами κаpими свеpкнув, Чутье свοё в хοд пустила.  Присев на траву, гдe зeлeнeй, Ocмοтрeлa нoчную дοлину. Пpимeтив зaйчикa, чтο пoбeлeй, Прячущeгoся за малиной,  Λисица, нe издав ни звуκа, Λовκо схватила жеpтву cвoю. Oблегчилa зaячью муκу, Пοκοнчив с ним в лёгком бoю.  Τeпeрь, зaкoнчив свой труд, Bo рту нecя зaячьe телo, Убежaлa лисица в родную нοpу, Κ лиcятaм чтоб пοдοспеть.  Чёpными лaпκaми шуpша, Bылезли мaму лисятa вcтрeчать. Ноcиками светлыми шeвeля, Двa брaтцa принялиcь игpaть.   Бегaли οни за cветлячкaми, Λежaли в чудныx цветaх, Покa нe пpишла иx мама И не нaκоpмилa своих лисят.  Д. Κотомцев
0;Учим полезные словечки с  заСУШИсь пгт.Черноморское   В Японии есть термин «кучисабиши» — это когда ты вроде сыт, но твоему рту одиноко без еды 🥲  Ставь лайк, если ты по жизни кучисабиши ) Ждём ваши заказы 🤪 +7(978)584-63-94
0;12 марта дистанционный прием граждан проведет Председатель Комитета по социальной поддержке, взаимодействию с общественными организациями и делам молодежи Администрации города Мурманска  Татьяна Печкарёва    ‼Прием проводится в дистанционном формате.    Записаться на прием можно несколькими способами:  📞По телефону: 69-33-00  📥По электронной почте: op@murmansk.er.ru  📬Опустить письменное обращение в почтовый ящик по адресу: Ленина, 88  📌Заполнить электронную заявку: https://vk.com/ropp51?w=app5708398_-167010799
0;✨ ЗАЧЕМ ВАМ ИЗУЧАТЬ АСТРОЛОГИЮ?   Зачем Вам изучать Астрологию, если у большинства из Вас есть основная специальность, в которой Вы успешно развиваетесь?  Многие люди ставят Астрологию в один ряд с гадалками, экстрасенсами, шаманами, колдунами и ведьмами. И это огромное заблуждение.   💫 Астрология - это инструмент, с помощью которого Вы самостоятельно сможете найти ответы, на интересующие Вас вопросы:  + Личные отношения (с молодым человеком/девушкой, мужем, женой, любовником, кризисные периоды в браке) + Развернутый психологический анализ гороскопов мужчины и женщины в паре + Оценка потенциала взаимоотношений + Интерпретация проблем в отношениях и пути их решения + Прогноз отношений в будущем + Рождение детей + Профессиональная реализация + Подробный анализ "сложной" ситуации на работе/в бизнесе в настоящее время (при наличии) + Определение сферы профессиональной реализации + Источники финансовой стабильности и финансового роста + Профессиональный и финансовый прогноз на будущее + Здоровье + Переезды, приобретение недвижимости, крупные покупки + Детский гороскоп + Анализ личностных особенностей ребенка + Тип мышления (склонности и таланты) + Направление в спорте + Здоровье ребенка + Рекомендации по выстраиванию гармоничных отношений Родители-Ребенок + Прогнозирование событий в будущем + Индивидуальный прогноз на год + и т.д.  🙋‍♀ Я много консультирую. Консультации проходят каждый день, как при личной встрече. Так и онлайн.
0;Мегионские школьники учатся решать вопросы безопасности   В мегионской гимназии организовали городскую проектную сессию для школьников, в рамках которой старшеклассники учились выявлять проблемы, ставить перед собой задачи и находить пути решения по вопросам, связанным с безопасностью.   - Форсайт-сессия для ребят прошла по шести направлениям: безопасность дорожного движения, информационная безопасность, противодействие экстремизму и терроризму, социальная, общественная и психологическая безопасность. В течение трех часов ребята вместе с экспертами конструировали свое будущее, – рассказал Алексей Бондаренко, начальник управления общего образования администрации города.   Школьников разделили на группы случайным образом, то есть за рабочими столами оказались ребята из разных школ, жеребьевкой определили для каждого состава и направление работы. В роли экспертов выступили представители органов местного самоуправления и общественных организаций города.   - Главная цель мероприятия – научить ребят формировать цели и задачи по любым вопросам, которые затрагивают нашу жизнь. Нам интересно их мнение. Может это банальные слова, но им дальше жить в этом городе, в этой стране, а значит и строить свое будущее. И чем раньше они об этом задумаются, тем больше у них будет возможностей сделать что-то по-другому, сделать не так как мы, сделать лучше, - рассказал Сергей Сапичев, руководитель Ресурсного центра поддержки гражданских инициатив города Мегиона.   В качестве эксперта на мероприятие был приглашен заместитель главы города- директор департамента экономического развития и инвестиций Вадим Доронин, главная задача которого была рассказать школьникам, какие ресурсы и как использовать для достижения определенных целей.   - Для решения любой задачи нужны ресурсы – человеческие, финансовые, материальные... Понимание этого важно и для школьников. Знания и практика в постановке задач и решении проблем пригодится старшеклассникам и в последующей учебной деятельности, и в будущей профессии, - отметил Вадим Доронин.   Одна из групп школьников занималась вопросами психологической безопасности, помогал ребятам Михаил Изюмов, директор АНО «Институт развития города Мегиона»:   - Мы с ребятами пытались разработать комплекс мероприятий, который поможет в дальнейшем сформировать большой глобальный продукт, обеспечивающий безопасность и нашему подрастающему поколению в том числе. Тема достаточно сложная – психологическая безопасность. Я не психолог, а креативщик, поэтому пытаемся подходить к решению задач творчески. Взяли тему «учителя-предметники и объемы знаний». Ученики порой испытывают стресс от нагрузки, ведь у каждого учителя свой предмет самый важный, а значит, именно его всегда нужно знать идеально. Из-за этого школьники иногда «стрессуют». А ведь это абсолютно нормально, все люди разные по складу ума - кто-то «лирик», кто-то «физик», поэтому и решение должно быть выработано по этой проблеме глобальное, на наш взгляд.   Заведующий сектором по профилактике терроризма, экстремизма и реализации национальной политики администрации города Артем Кутин курировал группу, которая занималась темой профилактики экстремизма и терроризма, в частности вовлечения несовершеннолетних в террористические организации через социальные сети:   - Наша задача – направить молодежь на выявление проблем, связанных с государственной национальной политикой. Ребята учатся ставить задачи, ищут пути их решения, а мы, в свою очередь, видим, что они для себя считают проблемой и почему.   После проектной сессии школьники поделились с журналистами впечатлениями от мероприятия:   - Такие форсайт-сессии учат командной работе. Темы, предложенные модераторами, актуальны, а специалисты, выступившие в качестве экспертов, помогли их изучить с разных сторон, наметить решения. В моей группе мы обсуждали безопасность дорожного движения. Считаем, что для сокращения ДТП на дорогах необходимо законодательно запретить использование гаджетов во время движения как водителями, так и пешеходами, - сказал учащийся школы №9 Семен Вейхель, представляющий ММАУ «СТАРТ».   – У нас была тема «мошенничество». Очень актуальная для всех сегодня: и в соцсетях читаем об этом от пострадавших, и звонки такие, бывает, на телефон поступают. Поэтому решили создать молодежное информационное движение, в которое войдут дети с 3-го по 7-й классы. Именно они будут помогать правоохранителям рассказывать родителям, дедушкам и бабушкам о новых мошеннических схемах, - поделилась учащаяся школы №4, медиаволонтер Дарья Середа.   Управление общественных связей  #МегионОбразование #МегионДети #МегионБезопасность
